frame_number,timestamp_s,track_id,team_label,bbox_x1,bbox_y1,bbox_x2,bbox_y2,foot_x_px,foot_y_px,pitch_x_m,pitch_y_m
526,21.0000,504,Team B,564,620,616,749,590.0,746.4,52.6777,59.9284
526,21.0000,495,Team A,682,721,760,873,721.0,870.0,54.3755,66.3653
526,21.0000,521,Team A,319,380,363,476,341.0,474.1,48.3572,40.1647
526,21.0000,527,Team B,408,318,443,400,425.5,398.4,49.9312,32.8927
526,21.0000,536,Referee,86,520,133,643,109.5,640.5,45.0425,51.9395
526,21.0000,428,Team B,171,416,216,514,193.5,512.0,45.7373,42.7586
527,21.0400,6,Team B,1594,871,1676,1052,1635.0,1048.4,65.5429,76.5413
527,21.0400,89,Team A,132,490,182,608,157.0,605.6,45.6329,49.7765
527,21.0400,69,Team A,1012,517,1063,631,1037.5,628.7,60.7599,54.8276
527,21.0400,340,Team A,1447,418,1502,517,1474.5,515.0,71.3141,48.1535
527,21.0400,363,Team B,1710,479,1769,595,1739.5,592.7,74.9170,55.4304
527,21.0400,8,Team A,538,319,574,395,556.0,393.5,52.7592,32.8904
527,21.0400,361,Team B,1291,322,1328,406,1309.5,404.3,70.1692,36.8019
527,21.0400,348,Team B,974,418,1012,513,993.0,511.1,61.1247,46.0096
527,21.0400,504,Team B,568,618,621,749,594.5,746.4,52.7508,59.9439
527,21.0400,495,Team A,684,719,762,870,723.0,867.0,54.3911,66.2723
527,21.0400,521,Team A,321,378,366,476,343.5,474.0,48.4099,40.1526
527,21.0400,527,Team B,410,318,445,400,427.5,398.4,49.9707,32.9287
527,21.0400,536,Referee,90,516,139,644,114.5,641.4,45.1176,51.9724
527,21.0400,428,Team B,177,412,222,515,199.5,512.9,45.8415,42.8895
528,21.0800,6,Team B,1595,873,1679,1053,1637.0,1049.4,65.5451,76.5996
528,21.0800,89,Team A,137,489,186,606,161.5,603.7,45.6902,49.7127
528,21.0800,69,Team A,1012,514,1065,631,1038.5,628.7,60.7703,54.8457
528,21.0800,340,Team A,1448,415,1501,515,1474.5,513.0,71.2972,48.1453
528,21.0800,363,Team B,1714,478,1773,595,1743.5,592.7,74.9560,55.4929
528,21.0800,8,Team A,542,319,578,395,560.0,393.5,52.8280,32.8856
528,21.0800,361,Team B,1294,323,1331,406,1312.5,404.3,70.2040,36.8786
528,21.0800,348,Team B,976,417,1015,513,995.5,511.1,61.1810,45.9601
528,21.0800,504,Team B,571,618,623,749,597.0,746.4,52.8029,59.9561
528,21.0800,495,Team A,686,718,764,866,725.0,863.0,54.4207,66.1379
528,21.0800,521,Team A,325,375,371,476,348.0,474.0,48.4830,40.1545
528,21.0800,527,Team B,411,317,447,401,429.0,399.3,50.0063,33.0086
528,21.0800,536,Referee,99,518,146,643,122.5,640.5,45.2206,51.9676
528,21.0800,428,Team B,181,406,230,516,205.5,513.8,45.9512,42.9978
529,21.1200,6,Team B,1599,876,1686,1057,1642.5,1053.4,65.5642,76.7115
529,21.1200,89,Team A,142,484,193,607,167.5,604.5,45.7751,49.7370
529,21.1200,69,Team A,1015,515,1066,630,1040.5,627.7,60.8017,54.8201
529,21.1200,340,Team A,1451,413,1504,513,1477.5,511.0,71.3587,48.0482
529,21.1200,363,Team B,1718,477,1779,592,1748.5,589.7,75.0806,55.4058
529,21.1200,8,Team A,546,318,583,395,564.5,393.5,52.9150,32.8919
529,21.1200,361,Team B,1295,323,1332,406,1313.5,404.3,70.2327,36.9117
529,21.1200,348,Team B,979,416,1017,511,998.0,509.1,61.2480,45.8461
529,21.1200,504,Team B,577,617,628,746,602.5,743.4,52.8771,59.8802
529,21.1200,495,Team A,686,716,763,864,724.5,861.0,54.4317,66.0309
529,21.1200,521,Team A,329,374,375,475,352.0,473.0,48.5571,40.1098
529,21.1200,527,Team B,413,318,448,402,430.5,400.3,50.0405,33.1086
529,21.1200,536,Referee,107,522,153,644,130.0,641.6,45.3364,52.0233
529,21.1200,428,Team B,186,405,234,516,210.0,513.8,46.0440,43.0501
530,21.1600,6,Team B,1604,879,1694,1060,1649.0,1056.4,65.6041,76.8286
530,21.1600,89,Team A,146,479,197,600,171.5,597.6,45.8279,49.4675
530,21.1600,69,Team A,1017,516,1067,627,1042.0,624.8,60.8480,54.6982
530,21.1600,340,Team A,1453,410,1506,507,1479.5,505.1,71.4963,47.7094
530,21.1600,363,Team B,1719,476,1781,590,1750.0,587.7,75.1809,55.2904
530,21.1600,8,Team A,551,316,590,395,570.5,393.4,53.0291,32.9045
530,21.1600,361,Team B,1295,322,1330,403,1312.5,401.4,70.2752,36.7253
530,21.1600,348,Team B,983,416,1018,502,1000.5,500.3,61.3689,45.3536
530,21.1600,504,Team B,581,614,633,749,607.0,746.3,52.9450,59.9520
530,21.1600,495,Team A,686,716,763,863,724.5,860.1,54.4377,65.9625
530,21.1600,521,Team A,334,372,380,476,357.0,473.9,48.6463,40.1540
530,21.1600,527,Team B,416,318,450,400,433.0,398.4,50.0850,33.0265
530,21.1600,536,Referee,113,526,157,641,135.0,638.7,45.4215,51.9471
530,21.1600,428,Team B,191,403,238,512,214.5,509.8,46.1181,42.8840
531,21.2000,6,Team B,1609,879,1702,1062,1655.5,1058.3,65.6589,76.9281
531,21.2000,89,Team A,150,477,201,599,175.5,596.6,45.8859,49.3263
531,21.2000,69,Team A,1021,516,1069,622,1045.0,619.9,60.9289,54.4616
531,21.2000,340,Team A,1454,407,1509,505,1481.5,503.0,71.6078,47.4744
531,21.2000,363,Team B,1720,475,1784,591,1752.0,588.7,75.2304,55.2910
531,21.2000,8,Team A,554,314,594,394,574.0,392.4,53.1228,32.8492
531,21.2000,361,Team B,1296,323,1331,403,1313.5,401.4,70.3067,36.6546
531,21.2000,348,Team B,987,416,1023,505,1005.0,503.2,61.4515,45.3198
531,21.2000,504,Team B,585,612,637,749,611.0,746.3,53.0087,59.9890
531,21.2000,495,Team A,685,716,761,863,723.0,860.1,54.4275,65.9316
531,21.2000,521,Team A,339,372,385,475,362.0,472.9,48.7386,40.1295
531,21.2000,527,Team B,419,319,453,400,436.0,398.4,50.1414,33.0012
531,21.2000,536,Referee,119,523,164,641,141.5,638.6,45.5174,51.9290
531,21.2000,428,Team B,199,403,246,508,222.5,505.9,46.2235,42.6385
532,21.2400,6,Team B,1613,878,1707,1062,1660.0,1058.3,65.7164,76.9785
532,21.2400,89,Team A,155,477,206,596,180.5,593.6,45.9505,49.1579
532,21.2400,69,Team A,1025,513,1074,619,1049.5,616.9,61.0289,54.2577
532,21.2400,340,Team A,1452,404,1508,502,1480.0,500.0,71.6769,47.2199
532,21.2400,363,Team B,1720,477,1781,590,1750.5,587.7,75.2467,55.2467
532,21.2400,8,Team A,557,312,599,393,578.0,391.4,53.2151,32.7677
532,21.2400,361,Team B,1297,322,1332,403,1314.5,401.4,70.3344,36.6273
532,21.2400,348,Team B,990,417,1026,507,1008.0,505.2,61.5072,45.4155
532,21.2400,504,Team B,590,612,641,750,615.5,747.2,53.0743,60.0455
532,21.2400,495,Team A,685,717,759,863,722.0,860.1,54.4150,65.9174
532,21.2400,521,Team A,345,371,389,471,367.0,469.0,48.8283,39.9154
532,21.2400,527,Team B,420,317,456,403,438.0,401.3,50.1912,33.1835
532,21.2400,536,Referee,124,515,173,643,148.5,640.4,45.6280,52.0069
532,21.2400,428,Team B,204,403,250,507,227.0,504.9,46.3123,42.5008
533,21.2800,6,Team B,1615,875,1709,1059,1662.0,1055.3,65.7746,76.9473
533,21.2800,89,Team A,161,477,210,592,185.5,589.7,46.0150,48.9365
533,21.2800,69,Team A,1028,511,1077,615,1052.5,612.9,61.1266,54.0235
533,21.2800,340,Team A,1448,404,1505,503,1476.5,501.0,71.6435,47.1600
533,21.2800,363,Team B,1721,477,1779,588,1750.0,585.8,75.2785,55.1433
533,21.2800,8,Team A,555,313,595,391,575.0,389.4,53.2156,32.5991
533,21.2800,361,Team B,1298,323,1334,407,1316.0,405.3,70.3066,36.8822
533,21.2800,348,Team B,993,418,1029,508,1011.0,506.2,61.5591,45.5125
533,21.2800,504,Team B,593,612,644,748,618.5,745.3,53.1303,60.0133
533,21.2800,495,Team A,686,718,758,863,722.0,860.1,54.4099,65.9122
533,21.2800,521,Team A,350,371,393,470,371.5,468.0,48.9155,39.7859
533,21.2800,527,Team B,424,317,459,403,441.5,401.3,50.2559,33.2637
533,21.2800,536,Referee,131,518,179,642,155.0,639.5,45.7315,52.0175
533,21.2800,428,Team B,207,401,253,504,230.0,501.9,46.3721,42.3013
534,21.3200,6,Team B,1617,874,1709,1056,1663.0,1052.4,65.8250,76.8816
534,21.3200,89,Team A,160,477,210,594,185.0,591.7,46.0415,48.9296
534,21.3200,69,Team A,1028,509,1078,615,1053.0,612.9,61.1714,53.9294
534,21.3200,340,Team A,1447,404,1504,508,1475.5,505.9,71.5447,47.3880
534,21.3200,363,Team B,1726,478,1785,591,1755.5,588.7,75.3120,55.2445
534,21.3200,8,Team A,555,314,593,389,574.0,387.5,53.2058,32.3993
534,21.3200,361,Team B,1300,323,1331,397,1315.5,395.5,70.4412,36.3258
534,21.3200,348,Team B,995,414,1033,509,1014.0,507.1,61.6102,45.6047
534,21.3200,504,Team B,598,613,648,747,623.0,744.3,53.1952,59.9807
534,21.3200,495,Team A,688,716,759,861,723.5,858.1,54.4239,65.8614
534,21.3200,521,Team A,355,372,398,473,376.5,471.0,49.0128,39.9075
534,21.3200,527,Team B,428,317,462,402,445.0,400.3,50.3263,33.2397
534,21.3200,536,Referee,135,493,193,643,164.0,640.0,45.8604,52.0606
534,21.3200,428,Team B,210,402,256,505,233.0,502.9,46.4322,42.2790
535,21.3600,6,Team B,1622,874,1710,1055,1666.0,1051.4,65.8753,76.8442
535,21.3600,89,Team A,164,477,215,596,189.5,593.6,46.1028,49.0196
535,21.3600,69,Team A,1028,508,1078,615,1053.0,612.9,61.1895,53.8910
535,21.3600,340,Team A,1448,406,1502,509,1475.0,506.9,71.4837,47.5304
535,21.3600,363,Team B,1726,477,1783,590,1754.5,587.7,75.3291,55.2393
535,21.3600,8,Team A,557,315,595,390,576.0,388.5,53.2268,32.3909
535,21.3600,361,Team B,1300,323,1335,404,1317.5,402.4,70.4171,36.5699
535,21.3600,348,Team B,999,410,1038,510,1018.5,508.0,61.6794,45.6987
535,21.3600,504,Team B,604,613,656,747,630.0,744.3,53.2854,59.9845
535,21.3600,495,Team A,689,711,762,859,725.5,856.0,54.4499,65.7918
535,21.3600,521,Team A,360,372,403,473,381.5,471.0,49.1101,39.9672
535,21.3600,527,Team B,431,318,466,403,448.5,401.3,50.3998,33.3021
535,21.3600,536,Referee,141,505,196,645,168.5,642.2,45.9610,52.1725
535,21.3600,428,Team B,213,401,260,506,236.5,503.9,46.4976,42.3264
536,21.4000,6,Team B,1624,875,1712,1062,1668.0,1058.3,65.8666,76.9634
536,21.4000,89,Team A,166,477,217,595,191.5,592.6,46.1447,49.0190
536,21.4000,69,Team A,1030,505,1081,616,1055.5,613.8,61.2184,53.9193
536,21.4000,340,Team A,1448,407,1501,511,1474.5,508.9,71.4240,47.6878
536,21.4000,363,Team B,1730,477,1788,596,1759.0,593.6,75.2973,55.5006
536,21.4000,8,Team A,561,318,598,389,579.5,387.6,53.2835,32.3330
536,21.4000,361,Team B,1302,322,1337,405,1319.5,403.3,70.4221,36.7364
536,21.4000,348,Team B,1001,407,1042,511,1021.5,508.9,61.7372,45.7906
536,21.4000,504,Team B,611,612,663,746,637.0,743.3,53.3872,59.9710
536,21.4000,495,Team A,693,709,765,855,729.0,852.1,54.4967,65.6680
536,21.4000,521,Team A,367,372,409,471,388.0,469.0,49.2229,39.8981
536,21.4000,527,Team B,435,320,468,397,451.5,395.5,50.4658,32.9530
536,21.4000,536,Referee,141,521,192,644,166.5,641.5,45.9804,52.1874
536,21.4000,428,Team B,219,399,265,505,242.0,502.9,46.5817,42.3059
537,21.4400,6,Team B,1630,876,1716,1064,1673.0,1060.2,65.8897,77.0602
537,21.4400,89,Team A,172,474,225,598,198.5,595.5,46.2396,49.1555
537,21.4400,69,Team A,1035,501,1086,615,1060.5,612.7,61.2917,53.9003
537,21.4400,340,Team A,1450,407,1501,509,1475.5,507.0,71.4417,47.6527
537,21.4400,363,Team B,1736,477,1793,594,1764.5,591.7,75.3843,55.5373
537,21.4400,8,Team A,564,318,601,389,582.5,387.6,53.3462,32.3162
537,21.4400,361,Team B,1303,322,1338,406,1320.5,404.3,70.4236,36.8705
537,21.4400,348,Team B,1003,405,1045,510,1024.0,507.9,61.7987,45.7817
537,21.4400,504,Team B,619,612,671,745,645.0,742.3,53.5030,59.9536
537,21.4400,495,Team A,695,706,768,851,731.5,848.1,54.5436,65.5188
537,21.4400,521,Team A,375,371,416,468,395.5,466.1,49.3531,39.7239
537,21.4400,527,Team B,440,319,472,395,456.0,393.5,50.5499,32.6924
537,21.4400,428,Team B,224,395,271,506,247.5,503.8,46.6787,42.3555
538,21.4800,6,Team B,1634,876,1719,1063,1676.5,1059.3,65.9330,77.0893
538,21.4800,89,Team A,170,468,235,625,202.5,621.9,46.3869,50.2943
538,21.4800,69,Team A,1040,495,1093,615,1066.5,612.6,61.3878,53.9031
538,21.4800,340,Team A,1454,407,1505,509,1479.5,507.0,71.5017,47.6493
538,21.4800,363,Team B,1743,477,1802,595,1772.5,592.6,75.5025,55.6161
538,21.4800,8,Team A,567,316,604,388,585.5,386.6,53.4133,32.2470
538,21.4800,361,Team B,1306,323,1340,406,1323.0,404.3,70.4609,36.9316
538,21.4800,348,Team B,1006,406,1046,509,1026.0,506.9,61.8552,45.7340
538,21.4800,504,Team B,625,612,677,744,651.0,741.4,53.6060,59.9298
538,21.4800,495,Team A,695,706,769,849,732.0,846.1,54.5701,65.4081
538,21.4800,521,Team A,382,370,422,467,402.0,465.1,49.4808,39.6132
538,21.4800,527,Team B,445,321,475,392,460.0,390.6,50.6350,32.4045
538,21.4800,428,Team B,229,393,276,505,252.5,502.8,46.7702,42.3347
538,21.4800,536,Referee,163,524,213,641,188.0,638.7,46.1862,52.1318
539,21.5200,6,Team B,1640,879,1724,1063,1682.0,1059.3,65.9934,77.1155
539,21.5200,89,Team A,171,466,241,633,206.0,629.7,46.4996,51.0659
539,21.5200,69,Team A,1045,488,1099,611,1072.0,608.5,61.5135,53.7524
539,21.5200,340,Team A,1458,406,1510,507,1484.0,505.0,71.6143,47.5577
539,21.5200,363,Team B,1746,477,1806,593,1776.0,590.7,75.6253,55.5740
539,21.5200,8,Team A,570,312,612,389,591.0,387.5,53.5119,32.2916
539,21.5200,361,Team B,1309,323,1344,406,1326.5,404.3,70.5275,36.9646
539,21.5200,348,Team B,1012,408,1049,504,1030.5,502.1,61.9704,45.4763
539,21.5200,504,Team B,630,609,682,744,656.0,741.3,53.6936,59.9304
539,21.5200,495,Team A,697,709,769,846,733.0,843.3,54.5944,65.2892
539,21.5200,521,Team A,390,365,431,464,410.5,462.0,49.6298,39.4186
539,21.5200,527,Team B,451,320,486,398,468.5,396.4,50.7801,32.6937
539,21.5200,428,Team B,238,393,284,502,261.0,499.8,46.8934,42.1954
540,21.5600,6,Team B,1645,884,1731,1069,1688.0,1065.3,66.0258,77.2517
540,21.5600,89,Team A,177,492,240,639,208.5,636.1,46.5846,51.6296
540,21.5600,69,Team A,1050,485,1104,608,1077.0,605.5,61.6392,53.5814
540,21.5600,340,Team A,1460,405,1513,504,1486.5,502.0,71.7366,47.3739
540,21.5600,363,Team B,1754,476,1814,589,1784.0,586.7,75.8392,55.4109
540,21.5600,8,Team A,571,309,614,389,592.5,387.4,53.5715,32.3086
540,21.5600,361,Team B,1313,323,1345,397,1329.0,395.5,70.7316,36.3913
540,21.5600,348,Team B,1020,408,1054,495,1037.0,493.3,62.1665,44.9286
540,21.5600,504,Team B,637,609,688,743,662.5,740.3,53.7902,59.9150
540,21.5600,495,Team A,696,712,768,849,732.0,846.3,54.5902,65.3194
540,21.5600,521,Team A,400,365,440,463,420.0,461.0,49.8016,39.3069
540,21.5600,527,Team B,455,320,491,401,473.0,399.4,50.8963,33.0107
540,21.5600,428,Team B,246,394,291,500,268.5,497.9,47.0214,42.0570
541,21.6000,6,Team B,1651,885,1740,1069,1695.5,1065.3,66.0977,77.3249
541,21.6000,89,Team A,176,478,246,639,211.0,635.8,46.6421,51.8499
541,21.6000,69,Team A,1057,485,1110,604,1083.5,601.6,61.7883,53.3671
541,21.6000,340,Team A,1461,404,1516,504,1488.5,502.0,71.8124,47.3047
541,21.6000,363,Team B,1760,477,1821,590,1790.5,587.7,75.9896,55.4070
541,21.6000,8,Team A,579,310,622,388,600.5,386.4,53.7045,32.2675
541,21.6000,361,Team B,1316,323,1348,395,1332.0,393.6,70.8900,36.0356
541,21.6000,348,Team B,1028,409,1058,483,1043.0,481.5,62.4160,44.0961
541,21.6000,504,Team B,646,608,695,741,670.5,738.3,53.9061,59.8647
541,21.6000,495,Team A,691,709,763,850,727.0,847.2,54.5444,65.3442
541,21.6000,521,Team A,407,364,448,460,427.5,458.1,49.9577,39.1125
541,21.6000,527,Team B,458,320,495,401,476.5,399.4,50.9880,33.1449
541,21.6000,428,Team B,256,393,298,493,277.0,491.0,47.1509,41.6645
542,21.6400,6,Team B,1657,885,1749,1070,1703.0,1066.3,66.1791,77.3906
542,21.6400,89,Team A,182,471,255,639,218.5,635.6,46.7372,51.9498
542,21.6400,69,Team A,1060,489,1111,602,1085.5,599.7,61.8832,53.2080
542,21.6400,340,Team A,1464,405,1518,502,1491.0,500.1,71.9052,47.1823
542,21.6400,363,Team B,1761,478,1822,591,1791.5,588.7,76.0455,55.4511
542,21.6400,8,Team A,577,311,619,387,598.0,385.5,53.7262,32.1809
542,21.6400,361,Team B,1318,323,1352,399,1335.0,397.5,70.9348,36.1671
542,21.6400,348,Team B,1036,406,1062,472,1049.0,470.7,62.6839,43.1820
542,21.6400,504,Team B,654,607,702,739,678.0,736.4,54.0255,59.7991
542,21.6400,495,Team A,687,709,759,850,723.0,847.2,54.4920,65.3446
542,21.6400,521,Team A,416,365,457,460,436.5,458.1,50.1278,39.0558
542,21.6400,527,Team B,463,319,499,403,481.0,401.3,51.0826,33.3339
542,21.6400,428,Team B,264,394,304,489,284.0,487.1,47.2723,41.3187
543,21.6800,6,Team B,1665,887,1758,1068,1711.5,1064.4,66.2915,77.4023
543,21.6800,69,Team A,1062,492,1111,602,1086.5,599.8,61.9320,53.1495
543,21.6800,340,Team A,1462,406,1516,505,1489.0,503.0,71.8713,47.2825
543,21.6800,363,Team B,1763,479,1824,595,1793.5,592.7,76.0274,55.6423
543,21.6800,8,Team A,579,312,620,388,599.5,386.5,53.7529,32.2170
543,21.6800,361,Team B,1318,323,1352,397,1335.0,395.5,70.9844,36.0868
543,21.6800,348,Team B,1043,406,1066,460,1054.5,458.9,62.9656,42.1657
543,21.6800,504,Team B,661,608,708,733,684.5,730.5,54.1440,59.5989
543,21.6800,495,Team A,688,710,759,849,723.5,846.2,54.4770,65.3203
543,21.6800,521,Team A,421,365,463,461,442.0,459.1,50.2621,39.1005
543,21.6800,527,Team B,468,316,504,402,486.0,400.3,51.1852,33.3527
543,21.6800,428,Team B,271,393,313,495,292.0,493.0,47.4248,41.5043
543,21.6800,536,Referee,200,510,254,637,227.0,634.5,46.6344,52.0362
544,21.7200,6,Team B,1673,886,1765,1066,1719.0,1062.4,66.4090,77.3887
544,21.7200,69,Team A,1066,494,1114,605,1090.0,602.8,61.9701,53.2591
544,21.7200,340,Team A,1464,406,1517,506,1490.5,504.0,71.8630,47.3775
544,21.7200,363,Team B,1765,480,1824,597,1794.5,594.7,75.9999,55.8055
544,21.7200,8,Team A,583,314,622,387,602.5,385.5,53.8058,32.1742
544,21.7200,361,Team B,1320,324,1355,403,1337.5,401.4,70.9464,36.4588
544,21.7200,504,Team B,670,608,716,731,693.0,728.5,54.2747,59.4756
544,21.7200,495,Team A,690,705,764,849,727.0,846.1,54.5009,65.3163
544,21.7200,521,Team A,428,364,470,460,449.0,458.1,50.3993,39.0776
544,21.7200,527,Team B,472,316,508,400,490.0,398.3,51.2785,33.2410
544,21.7200,428,Team B,280,393,322,497,301.0,494.9,47.5915,41.7002
544,21.7200,89,Team A,198,462,273,637,235.5,633.5,46.9350,51.9456
545,21.7600,6,Team B,1681,888,1770,1065,1725.5,1061.5,66.5138,77.3818
545,21.7600,69,Team A,1068,491,1117,605,1092.5,602.7,62.0137,53.3069
545,21.7600,340,Team A,1465,404,1517,506,1491.0,504.0,71.8669,47.4147
545,21.7600,363,Team B,1768,481,1826,600,1797.0,597.6,75.9713,56.0025
545,21.7600,8,Team A,586,311,627,390,606.5,388.4,53.8741,32.3599
545,21.7600,361,Team B,1322,326,1356,403,1339.0,401.5,70.9529,36.6139
545,21.7600,504,Team B,678,610,722,726,700.0,723.7,54.4020,59.2839
545,21.7600,495,Team A,693,695,769,846,731.0,843.0,54.5502,65.2401
545,21.7600,521,Team A,435,365,476,460,455.5,458.1,50.5321,39.0840
545,21.7600,527,Team B,477,316,512,401,494.5,399.3,51.3739,33.2697
545,21.7600,428,Team B,286,393,327,494,306.5,492.0,47.7140,41.6382
545,21.7600,89,Team A,209,467,280,636,244.5,632.6,47.0996,51.9303
546,21.8000,6,Team B,1683,885,1772,1068,1727.5,1064.3,66.5521,77.4373
546,21.8000,69,Team A,1072,489,1122,604,1097.0,601.7,62.0886,53.2951
546,21.8000,340,Team A,1468,402,1521,505,1494.5,502.9,71.9303,47.3859
546,21.8000,363,Team B,1774,479,1831,596,1802.5,593.7,76.0935,55.9298
546,21.8000,8,Team A,589,311,630,388,609.5,386.5,53.9462,32.3084
546,21.8000,361,Team B,1323,326,1359,406,1341.0,404.4,70.9381,36.8769
546,21.8000,504,Team B,685,610,726,712,705.5,710.0,54.5321,58.7633
546,21.8000,495,Team A,696,688,773,840,734.5,837.0,54.6107,65.0558
546,21.8000,521,Team A,440,363,481,459,460.5,457.1,50.6452,39.0400
546,21.8000,527,Team B,481,319,515,401,498.0,399.4,51.4573,33.2925
546,21.8000,428,Team B,294,392,334,493,314.0,491.0,47.8458,41.5779
546,21.8000,89,Team A,219,464,290,636,254.5,632.6,47.2627,51.9449
546,21.8000,561,Team B,1051,406,1085,485,1068.0,483.4,63.0874,43.8154
547,21.8400,6,Team B,1685,885,1771,1073,1728.0,1069.2,66.5382,77.5509
547,21.8400,69,Team A,1076,488,1125,601,1100.5,598.7,62.1785,53.1758
547,21.8400,340,Team A,1470,400,1524,505,1497.0,502.9,71.9895,47.3790
547,21.8400,363,Team B,1779,478,1837,596,1808.0,593.6,76.2113,55.9154
547,21.8400,8,Team A,593,312,634,387,613.5,385.5,54.0311,32.2313
547,21.8400,361,Team B,1321,327,1358,410,1339.5,408.3,70.8474,37.2387
547,21.8400,504,Team B,692,611,733,711,712.5,709.0,54.6531,58.5396
547,21.8400,495,Team A,701,690,775,836,738.0,833.1,54.6721,64.8849
547,21.8400,521,Team A,446,362,487,460,466.5,458.0,50.7626,39.0900
547,21.8400,527,Team B,486,321,516,393,501.0,391.6,51.5334,32.7950
547,21.8400,428,Team B,299,388,342,494,320.5,491.9,47.9740,41.6152
547,21.8400,89,Team A,228,457,301,638,264.5,634.4,47.4288,52.0445
547,21.8400,561,Team B,1052,404,1090,492,1071.0,490.2,63.0672,44.1885
548,21.8800,6,Team B,1688,886,1772,1076,1730.0,1072.2,66.5285,77.6554
548,21.8800,69,Team A,1080,486,1129,598,1104.5,595.8,62.2807,53.0131
548,21.8800,340,Team A,1472,396,1527,505,1499.5,502.8,72.0477,47.3787
548,21.8800,363,Team B,1783,477,1844,598,1813.5,595.6,76.2944,56.0072
548,21.8800,8,Team A,595,312,638,387,616.5,385.5,54.1054,32.2068
548,21.8800,504,Team B,698,611,739,711,718.5,709.0,54.7590,58.4648
548,21.8800,495,Team A,704,695,775,836,739.5,833.2,54.7095,64.8229
548,21.8800,521,Team A,455,363,494,457,474.5,455.1,50.9059,38.9623
548,21.8800,527,Team B,491,322,520,392,505.5,390.6,51.6234,32.5416
548,21.8800,428,Team B,308,384,351,490,329.5,487.9,48.1200,41.4408
548,21.8800,89,Team A,235,453,308,638,271.5,634.3,47.5633,52.0974
548,21.8800,561,Team B,1056,406,1094,494,1075.0,492.2,63.0927,44.4538
549,21.9200,6,Team B,1689,887,1771,1076,1730.0,1072.2,66.5245,77.6976
549,21.9200,69,Team A,1084,486,1134,596,1109.0,593.8,62.3865,52.8768
549,21.9200,340,Team A,1473,394,1529,503,1501.0,500.8,72.1214,47.2783
549,21.9200,363,Team B,1786,477,1848,598,1817.0,595.6,76.3713,56.0538
549,21.9200,8,Team A,596,312,641,388,618.5,386.5,54.1596,32.2675
549,21.9200,504,Team B,704,612,745,708,724.5,706.1,54.8654,58.3505
549,21.9200,495,Team A,705,700,774,837,739.5,834.3,54.7224,64.8275
549,21.9200,521,Team A,463,365,500,456,481.5,454.2,51.0480,38.8733
549,21.9200,527,Team B,496,324,523,387,509.5,385.7,51.7150,32.1229
549,21.9200,428,Team B,314,383,357,489,335.5,486.9,48.2450,41.3318
549,21.9200,89,Team A,242,451,314,637,278.0,633.3,47.6785,52.0939
549,21.9200,561,Team B,1062,407,1097,490,1079.5,488.3,63.1936,44.3637
549,21.9200,361,Team B,1319,328,1356,411,1337.5,409.3,70.7659,37.4441
550,21.9600,6,Team B,1692,890,1775,1077,1733.5,1073.3,66.5435,77.7420
550,21.9600,69,Team A,1084,485,1133,595,1108.5,592.8,62.4304,52.7786
550,21.9600,340,Team A,1475,394,1530,500,1502.5,497.9,72.2159,47.0878
550,21.9600,363,Team B,1789,478,1851,598,1820.0,595.6,76.4390,56.0817
550,21.9600,8,Team A,592,311,637,387,614.5,385.5,54.1299,32.2157
550,21.9600,504,Team B,710,613,751,710,730.5,708.1,54.9612,58.3865
550,21.9600,495,Team A,704,703,770,838,737.0,835.3,54.7041,64.8516
550,21.9600,521,Team A,469,363,505,454,487.0,452.2,51.1718,38.7356
550,21.9600,527,Team B,500,324,527,387,513.5,385.7,51.8045,31.9637
550,21.9600,428,Team B,320,384,364,489,342.0,486.9,48.3693,41.3037
550,21.9600,89,Team A,250,452,320,636,285.0,632.3,47.7913,52.0712
550,21.9600,561,Team B,1066,405,1100,486,1083.0,484.4,63.3132,44.1237
550,21.9600,361,Team B,1322,330,1358,412,1340.0,410.4,70.7541,37.5992
551,22.0000,6,Team B,1696,893,1779,1078,1737.5,1074.3,66.5755,77.7885
551,22.0000,69,Team A,1085,486,1134,595,1109.5,592.8,62.4592,52.7428
551,22.0000,340,Team A,1474,397,1527,501,1500.5,498.9,72.2110,47.0610
551,22.0000,363,Team B,1791,482,1853,601,1822.0,598.6,76.4403,56.2255
551,22.0000,8,Team A,591,311,636,390,613.5,388.4,54.0975,32.3913
551,22.0000,504,Team B,715,613,757,712,736.0,710.0,55.0479,58.4805
551,22.0000,495,Team A,704,705,768,840,736.0,837.3,54.6845,64.9131
551,22.0000,521,Team A,479,368,513,454,496.0,452.3,51.3307,38.7063
551,22.0000,527,Team B,502,324,531,389,516.5,387.7,51.8785,32.0382
551,22.0000,428,Team B,325,385,369,487,347.0,485.0,48.4730,41.2011
551,22.0000,89,Team A,257,453,324,636,290.5,632.3,47.8902,52.0756
551,22.0000,561,Team B,1070,405,1104,485,1087.0,483.4,63.4210,43.9848
551,22.0000,361,Team B,1325,331,1362,413,1343.5,411.4,70.7850,37.7351
552,22.0400,6,Team B,1700,896,1785,1079,1742.5,1075.3,66.6205,77.8382
552,22.0400,69,Team A,1087,487,1135,596,1111.0,593.8,62.4804,52.7746
552,22.0400,340,Team A,1474,400,1525,504,1499.5,501.9,72.1499,47.2046
552,22.0400,363,Team B,1796,484,1857,605,1826.5,602.6,76.4303,56.4610
552,22.0400,8,Team A,593,311,637,392,615.0,390.4,54.0999,32.5963
